  Time     J     Dist    Inhib     Conc     Size
   145    11  69.9167   0.1728   0.0292   5.9645
   145    12  75.9011   0.1152   0.0194   5.9856
   145    13  82.0046   0.1152   0.0191   6.1035
   146     1   8.3129   5.0000   0.6015   8.3340
   146     2  15.8177   1.2000   0.1603   7.5272
   146     3  23.6934   0.8000   0.1021   7.8809
   146     4  29.1266   0.2592   0.0481   5.4388
   146     5  34.5786   0.1728   0.0320   5.4539
   146     6  40.2072   0.1728   0.0310   5.6287
   146     7  45.8487   0.1152   0.0206   5.6427
   146     8  51.8121   0.1728   0.0293   5.9624
   146     9  57.7945   0.1152   0.0194   5.9836
   146    10  63.8960   0.1152   0.0191   6.1015
   146    11  60.3578   0.0768   0.0153   5.0099
   147     1   8.5260   5.0000   0.5864   8.5475
   147     2  16.4695   1.2000   0.1515   7.9662
   147     3  24.8359   0.8000   0.0961   8.3715
   147     4  30.8153   0.2592   0.0437   5.9849
   147     5  36.8310   0.1728   0.0290   6.0174
   147     6  43.0242   0.1728   0.0282   6.1932
   147     7  49.2419   0.1152   0.0187   6.2189
   147     8  55.7717   0.1728   0.0267   6.5288
   147     9  61.8763   0.1152   0.0179   6.4454
   148     1   8.7433   5.0000   0.5719   8.7653
   148     2  17.1328   1.2000   0.1434   8.4125
   148     3  25.9956   0.8000   0.0907   8.8677
   148     4  32.5257   0.2592   0.0400   6.5355
   148     5  39.1082   0.1728   0.0265   6.5841
   148     6  45.8690   0.1728   0.0258   6.7608
   148     7  50.9500   0.1152   0.0179   6.4499
   148     8  59.4168   0.1728   0.0245   7.0980
   149     1   8.9649   5.0000   0.5577   8.9873
   149     2  17.8072   1.2000   0.1361   8.8654
   149     3  27.4703   0.8000   0.0832   9.7175
   149     4  34.6047   0.2592   0.0368   7.0899
   149     5  41.7567   0.1728   0.0244   7.1535
   149     6  49.0876   0.1728   0.0238   7.3310
   149     7  50.9500   0.1152   0.0179   6.4499
   149     8  63.2068   0.1728   0.0227   7.6694
   150     1   9.8098   5.0000   0.5097   9.9098
   150     2  19.5124   1.2000   0.1250   9.7026
   150     3  24.8688   0.4800   0.0913   5.3062
   150     4  30.1911   0.3200   0.0607   5.3255
   150     5  37.8358   0.2592   0.0341   7.6477
   150     6  45.5596   0.1728   0.0225   7.7251
   150     7  53.4628   0.1728   0.0220   7.9033
   150     8  50.9500   0.1152   0.0179   6.4499
   150     9  68.1556   0.1728   0.0211   8.2429
   151     1   5.1043   5.0000   0.9796   5.1186
   151     2  10.3246   2.0000   0.3842   5.2351
   151     3  15.5805   0.7200   0.1378   5.2723
   151     4  20.8748   0.4800   0.0914   5.2986
   151     5  26.6827   0.4800   0.0834   5.8086
   151     6  32.5382   0.3200   0.0551   5.8585
   151     7  40.7439   0.2592   0.0318   8.2083
   151     8  49.0414   0.1728   0.0210   8.2988
   151     9  57.5188   0.1728   0.0205   8.4775
   151    10  50.9500   0.1152   0.0179   6.4499
   151    11  72.7868   0.1728   0.0197   8.8181
   152     1   5.2488   5.0000   0.9526   5.2635
   152     2  10.7654   2.0000   0.3635   5.5321
   152     3  16.4813   0.7200   0.1266   5.7322
   152     4  22.2781   0.4800   0.0835   5.8010
   152     5  28.5959   0.4800   0.0766   6.3185
   152     6  34.9901   0.3200   0.0504   6.3970
   152     7  43.7592   0.2592   0.0297   8.7714
   152     8  52.6321   0.1728   0.0196   8.8742
   152     9  61.6855   0.1728   0.0192   9.0534
   152    10  50.9500   0.1152   0.0179   6.4499
   152    11  77.7417   0.1728   0.0181   9.6487
   153     1   5.3964   5.0000   0.9265   5.4114
   153     2  11.2193   2.0000   0.3444   5.8390
   153     3  17.4045   0.7200   0.1170   6.2015
   153     4  23.7113   0.4800   0.0767   6.3107
   153     5  30.5454   0.4800   0.0708   6.8347
   153     6  37.4830   0.3200   0.0465   6.9403
   153     7  46.9914   0.2592   0.0274   9.5538
   153     8  56.7385   0.1728   0.0179   9.7471
   153     9  66.7918   0.1728   0.0174  10.0534
   153    10  50.9500   0.1152   0.0179   6.4499
   154     1   5.5472   5.0000   0.9014   5.5624
   154     2  11.6861   2.0000   0.3266   6.1557
   154     3  18.3492   0.7200   0.1086   6.6791
   154     4  25.1722   0.4800   0.0708   6.8269
   154     5  32.5284   0.4800   0.0657   7.3566
   154     6  40.0134   0.3200   0.0431   7.4876
   154     7  45.2642   0.1555   0.0299   5.2523
   154     8  50.5201   0.1037   0.0199   5.2570
   154     9  55.8889   0.1037   0.0195   5.3689
   154    10  58.9569   0.0691   0.0138   5.0235
   155     1   5.7012   5.0000   0.8770   5.7168
   155     2  12.1656   2.0000   0.3101   6.4818
   155     3  19.3140   0.7200   0.1012   7.1642
   155     4  26.6591   0.4800   0.0658   7.3487
   155     5  34.5422   0.4800   0.0613   7.8835
   155     6  42.5782   0.3200   0.0401   8.0384
   155     7  48.3949   0.1555   0.0270   5.8181
   156     1   5.8585   5.0000   0.8535   5.8744
   156     2  12.6576   2.0000   0.2948   6.8171
   156     3  20.2981   0.7200   0.0947   7.6560
   156     4  28.1702   0.4800   0.0614   7.8755
   156     5  36.5846   0.4800   0.0574   8.4148
   156     6  45.1748   0.3200   0.0375   8.5924
   156     7  51.5604   0.1555   0.0246   6.3871
   157     1   6.0193   5.0000   0.8307   6.0355
   157     2  13.1619   2.0000   0.2807   7.1611
   157     3  21.3005   0.7200   0.0888   8.1539
   157     4  29.7040   0.4800   0.0575   8.4068
   157     5  38.6537   0.4800   0.0540   8.9501
   157     6  47.8450   0.3200   0.0350   9.2376
   157     7  54.8464   0.1555   0.0225   6.9587
   158     1   6.1835   5.0000   0.8086   6.2002
   158     2  13.6781   2.0000   0.2675   7.5136
   158     3  22.3204   0.7200   0.0837   8.6572
   158     4  31.2592   0.4800   0.0540   8.9419
   158     5  41.1167   0.4800   0.0490   9.9038
   158     6  46.2355   0.1920   0.0383   5.0742
   158     7  51.3098   0.1280   0.0255   5.0757
   158     8  58.8417   0.1555   0.0208   7.5325
   159     1   6.3514   5.0000   0.7872   6.3684
   159     2  14.2062   2.0000   0.2552   7.8742
   159     3  23.4551   0.7200   0.0782   9.3125
   159     4  33.3046   0.4800   0.0492   9.8494
   159     5  38.7809   0.2880   0.0536   5.4301
   159     6  44.2255   0.1920   0.0356   5.4466
   159     7  49.8564   0.1920   0.0344   5.6311
   159     8  55.5016   0.1280   0.0229   5.6466
   159     9  63.6093   0.1555   0.0193   8.1081
   160     1   6.5229   5.0000   0.7665   6.5403
   160     2  14.7457   2.0000   0.2437   8.2426
   160     3  19.8395   0.4320   0.0854   5.1069
   160     4  24.9494   0.2880   0.0569   5.1129
   160     5  30.3484   0.2880   0.0539   5.3993
   160     6  35.7602   0.1920   0.0358   5.4138
   160     7  41.7321   0.2880   0.0487   5.9704
   160     8  47.7364   0.1920   0.0323   6.0062
   160     9  53.9282   0.1920   0.0313   6.1919
   160    10  60.1471   0.1280   0.0208   6.2202
   160    11  68.8322   0.1555   0.0180   8.6854
   161     1   6.6982   5.0000   0.7465   6.7159
   161     2  15.2966   2.0000   0.2331   8.6186
   161     3  20.8986   0.4320   0.0776   5.6153
   161     4  26.5458   0.2880   0.0515   5.6500
   161     5  32.4849   0.2880   0.0489   5.9394
   161     6  38.4561   0.1920   0.0324   5.9731
   161     7  44.9732   0.2880   0.0446   6.5157
   161     8  51.5407   0.1920   0.0295   6.5692
   161     9  58.2966   0.1920   0.0287   6.7560
   161    10  65.0915   0.1280   0.0190   6.7960
   162     1   6.8773   5.0000   0.7270   6.8954
   162     2  15.8584   2.0000   0.2231   9.0016
   162     3  21.9761   0.4320   0.0711   6.1309
   162     4  28.1659   0.2880   0.0469   6.1924
   162     5  34.6501   0.2880   0.0448   6.4844
   162     6  41.1844   0.1920   0.0296   6.5360
   162     7  48.2508   0.2880   0.0411   7.0652
   162     8  55.3845   0.1920   0.0271   7.1353
   162     9  62.7073   0.1920   0.0264   7.3229
   163     1   7.0603   5.0000   0.7082   7.0788
   163     2  16.9804   2.0000   0.2020  10.0016
   163     3  23.6808   0.4320   0.0655   6.6528
   163     4  30.4178   0.2880   0.0431   6.7395
   163     5  37.4513   0.2880   0.0413   7.0336
   163     6  44.5516   0.1920   0.0273   7.1019
   163     7  52.1711   0.2880   0.0381   7.6183
   163     8  59.8734   0.1920   0.0251   7.7038
   163     9  67.7655   0.1920   0.0245   7.8922
   164     1   7.2472   5.0000   0.6899   7.2661
   164     2  12.5698   1.2000   0.2263   5.3421
   164     3  17.9604   0.8000   0.1495   5.3965
   164     4  25.1321   0.4320   0.0606   7.1803
   164     5  32.4203   0.2880   0.0398   7.2905
   164     6  40.0067   0.2880   0.0382   7.5866
   164     7  47.6754   0.1920   0.0252   7.6703
   164     8  55.8512   0.2880   0.0355   8.1745
   164     9  64.1243   0.1920   0.0234   8.2745
   164    10  72.5878   0.1920   0.0228   8.4636
   165     1   7.4381   5.0000   0.6722   7.4574
   165     2  13.1502   1.2000   0.2108   5.7324
   165     3  18.9906   0.8000   0.1379   5.8463
   165     4  26.6951   0.4320   0.0564   7.7125
   165     5  34.5379   0.2880   0.0370   7.8450
   165     6  42.6804   0.2880   0.0356   8.1426
   165     7  50.9199   0.1920   0.0235   8.2409
   165     8  59.6546   0.2880   0.0332   8.7336
   165     9  68.5005   0.1920   0.0218   8.8472
   165    10  77.5372   0.1920   0.0214   9.0368
   166     1   7.6331   5.0000   0.6550   7.6528
   166     2  13.7456   1.2000   0.1970   6.1333
   166     3  20.0453   0.8000   0.1278   6.3055
   166     4  28.2868   0.4320   0.0527   8.2490
   166     5  36.6872   0.2880   0.0345   8.4024
   166     6  45.3886   0.2880   0.0333   8.7015
   166     7  54.2007   0.1920   0.0219   8.8134
   166     8  63.6720   0.2880   0.0306   9.5140
   166     9  73.3913   0.1920   0.0200   9.7193
   166    10  83.4281   0.1920   0.0193  10.0368
   167     1   7.8321   5.0000   0.6384   7.8523
   167     2  14.3550   1.2000   0.1845   6.5443
   167     3  21.1227   0.8000   0.1189   6.7733
   167     4  29.9050   0.4320   0.0495   8.7893
   167     5  38.8655   0.2880   0.0323   8.9625
   167     6  48.2597   0.2880   0.0308   9.4381
   167     7  57.9026   0.1920   0.0201   9.6429
   167     8  63.1774   0.1728   0.0334   5.2307
   167     9  68.4121   0.1152   0.0222   5.2360
   167    10  73.7654   0.1152   0.0218   5.3533
   167    11  76.0442   0.0768   0.0153   5.0097
   168     1   8.0354   5.0000   0.6222   8.0559
   168     2  14.9780   1.2000   0.1734   6.9645
   168     3  22.2213   0.8000   0.1111   7.2488
   168     4  31.7755   0.4320   0.0454   9.6063
   168     5  41.6942   0.2880   0.0293   9.9186
   168     6  46.9250   0.1728   0.0337   5.1868
   168     7  52.1145   0.1152   0.0224   5.1908
   168     8  57.4222   0.1152   0.0219   5.3078
   168     9  60.6902   0.0768   0.0153   5.0215
   168    10  68.2375   0.1728   0.0301   5.7928
   168    11  74.0467   0.1152   0.0200   5.8105
   168    12  79.9750   0.1152   0.0196   5.9283
   169     1   8.2428   5.0000   0.6066   8.2638
   169     2  15.6137   1.2000   0.1633   7.3932
   169     3  23.3397   0.8000   0.1041   7.7313
   169     4  28.6075   0.2592   0.0497   5.2734
   169     5  33.8885   0.1728   0.0331   5.2829
   169     6  39.3459   0.1728   0.0320   5.4574
   169     7  44.8124   0.1152   0.0213   5.4678
   169     8  50.5621   0.1728   0.0304   5.7486
   169     9  56.3259   0.1152   0.0202   5.7650
   169    10  62.2084   0.1152   0.0198   5.8826
   169    11  60.6902   0.0768   0.0153   5.0215
   169    12  73.5891   0.1728   0.0274   6.3583
   170     1   8.4544   5.0000   0.5914   8.4758
   170     2  16.2618   1.2000   0.1541   7.8299
   170     3  24.4767   0.8000   0.0979   8.2201
   170     4  30.2891   0.2592   0.0450   5.8179
   170     5  36.1327   0.1728   0.0299   5.8453
   170     6  42.1536   0.1728   0.0290   6.0210
   170     7  48.1957   0.1152   0.0192   6.0432
   170     8  54.5105   0.1728   0.0276   6.3138
   170     9  60.8511   0.1152   0.0183   6.3416
   170    10  67.3107   0.1152   0.0180   6.4019
   171     1   8.6703   5.0000   0.5767   8.6922
   171     2  16.9215   1.2000   0.1458   8.2740
   171     3  25.6311   0.8000   0.0923   8.7146
   171     4  31.9929   0.2592   0.0411   6.3673
   171     5  38.4024   0.1728   0.0272   6.4111
   171     6  44.9901   0.1728   0.0265   6.5877
   171     7  50.9248   0.1152   0.0179   6.4474
   171     8  58.3193   0.1728   0.0253   6.8820
   172     1   8.8905   5.0000   0.5624   8.9128
   172     2  17.5924   1.2000   0.1383   8.7250
   172     3  26.9516   0.8000   0.0859   9.4138
   172     4  33.9167   0.2592   0.0378   6.9206
   172     5  40.8949   0.1728   0.0250   6.9797
   172     6  48.0520   0.1728   0.0243   7.1571
   172     7  50.9248   0.1152   0.0179   6.4474
   172     8  61.9519   0.1728   0.0234   7.4526
   173     1   9.5022   5.0000   0.5262   9.6022
   173     2  18.8467   1.2000   0.1298   9.3444
   173     3  24.0524   0.4800   0.0940   5.1552
   173     4  29.2141   0.3200   0.0626   5.1650
   173     5  36.6884   0.2592   0.0349   7.4774
   173     6  44.2378   0.1728   0.0231   7.5508
   173     7  51.9665   0.1728   0.0225   7.7288
   173     8  50.9248   0.1152   0.0179   6.4474
   173     9  66.4392   0.1728   0.0217   8.0254
   174     1   5.0577   5.0000   0.9886   5.0719
   174     2  10.1873   2.0000   0.3910   5.1442
   174     3  15.2833   0.7200   0.1421   5.1122
   174     4  20.3999   0.4800   0.0946   5.1211
   174     5  26.0542   0.4800   0.0856   5.6552
   174     6  31.7473   0.3200   0.0567   5.6961
   174     7  39.7817   0.2592   0.0325   8.0371
   174     8  47.9043   0.1728   0.0214   8.1238
   174     9  56.2067   0.1728   0.0210   8.3024
   174    10  50.9248   0.1152   0.0179   6.4474
   174    11  71.2539   0.1728   0.0202   8.6000
   175     1   5.2013   5.0000   0.9613   5.2158
   175     2  10.6239   2.0000   0.3698   5.4379
   175     3  16.1762   0.7200   0.1304   5.5686
   175     4  21.7924   0.4800   0.0862   5.6205
   175     5  27.9546   0.4800   0.0785   6.1629
   175     6  34.1848   0.3200   0.0518   6.2331
   175     7  42.7819   0.2592   0.0303   8.5995
   175     8  51.4794   0.1728   0.0200   8.6987
   175     9  60.3571   0.1728   0.0196   8.8778
   175    10  50.9248   0.1152   0.0179   6.4474
   175    11  76.0653   0.1728   0.0188   9.3031
   176     1   5.3479   5.0000   0.9350   5.3627
   176     2  11.0737   2.0000   0.3502   5.7418
   176     3  17.0921   0.7200   0.1202   6.0347
   176     4  23.2158   0.4800   0.0790   6.1277
   176     5  29.8924   0.4800   0.0724   6.6773
   176     6  36.6646   0.3200   0.0476   6.7749
   176     7  45.8701   0.2592   0.0283   9.2511
   176     8  55.3145   0.1728   0.0185   9.4444
   176     9  65.0653   0.1728   0.0179   9.7508
   176    10  50.9248   0.1152   0.0179   6.4474
   176    11  76.6717   0.1037   0.0205   5.1165
   177     1   5.4976   5.0000   0.9095   5.5127
   177     2  11.5364   2.0000   0.3320   6.0555
   177     3  18.0298   0.7200   0.1114   6.5095
   177     4  24.6676   0.4800   0.0728   6.6416
   177     5  31.8646   0.4800   0.0672   7.1976
   177     6  39.1831   0.3200   0.0440   7.3210
   177     7  44.2634   0.1555   0.0309   5.0818
   177     8  49.3453   0.1037   0.0206   5.0830
   177     9  54.5400   0.1037   0.0202   5.1947
   177    10  58.8842   0.0691   0.0138   5.0222
   177    11  64.9328   0.1037   0.0195   5.3707
   178     1   5.6505   5.0000   0.8849   5.6660
   178     2  12.0119   2.0000   0.3152   6.3787
   178     3  18.9881   0.7200   0.1037   6.9920
   178     4  26.1460   0.4800   0.0675   7.1615
   178     5  33.8684   0.4800   0.0626   7.7230
   178     6  41.7369   0.3200   0.0409   7.8709
   178     7  47.3821   0.1555   0.0278   5.6467
   178     8  53.0403   0.1037   0.0185   5.6593
   178     9  58.8118   0.1037   0.0181   5.7715
   179     1   5.8067   5.0000   0.8611   5.8226
   179     2  12.5000   2.0000   0.2995   6.7111
   179     3  19.9659   0.7200   0.0969   7.4815
   179     4  27.6491   0.4800   0.0629   7.6866
   179     5  35.9016   0.4800   0.0585   8.2530
   179     6  44.3233   0.3200   0.0382   8.4239
   179     7  50.5366   0.1555   0.0253   6.2148
   180     1   5.9664   5.0000   0.8380   5.9825
   180     2  13.0004   2.0000   0.2850   7.0524
   180     3  20.9624   0.7200   0.0908   7.9773
   180     4  29.1754   0.4800   0.0588   8.2163
   180     5  37.9621   0.4800   0.0550   8.7871
   180     6  46.9399   0.3200   0.0359   8.9799
   180     7  53.7240   0.1555   0.0231   6.7856
   181     1   6.1295   5.0000   0.8157   6.1460
   181     2  13.5129   2.0000   0.2715   7.4023
   181     3  21.9767   0.7200   0.0854   8.4788
   181     4  30.7237   0.4800   0.0552   8.7502
   181     5  40.2790   0.4800   0.0505   9.6018
   181     6  50.2146   0.3200   0.0325   9.9356
   181     7  57.6160   0.1555   0.0213   7.3587
   182     1   6.2962   5.0000   0.7941   6.3130
   182     2  14.0372   2.0000   0.2589   7.7604
   182     3  23.0079   0.7200   0.0806   8.9854
   182     4  32.4773   0.4800   0.0510   9.5185
   182     5  37.7918   0.2880   0.0552   5.2680
   182     6  43.0682   0.1920   0.0368   5.2785
   182     7  48.5306   0.1920   0.0355   5.4626
   182     8  54.0033   0.1280   0.0236   5.4740
   182     9  61.9366   0.1555   0.0197   7.9338
   183     1   6.4665   5.0000   0.7732   6.4837
   183     2  14.5732   2.0000   0.2472   8.1264
   183     3  24.4464   0.7200   0.0732   9.9363
   183     4  29.7158   0.2880   0.0557   5.2229
   183     5  34.9450   0.1920   0.0371   5.2313
   183     6  40.7532   0.2880   0.0501   5.8067
   183     7  46.5881   0.1920   0.0332   5.8369
   183     8  52.6103   0.1920   0.0322   6.0223
   183     9  58.6559   0.1280   0.0214   6.0468
   183    10  67.1662   0.1555   0.0184   8.5107
   184     1   6.6405   5.0000   0.7530   6.6581
   184     2  15.1204   2.0000   0.2363   8.5000
   184     3  20.5303   0.4320   0.0804   5.4230
   184     4  25.9739   0.2880   0.0534   5.4465
   184     5  31.7347   0.2880   0.0505   5.7611
   184     6  37.5220   0.1920   0.0335   5.7893
   184     7  43.8740   0.2880   0.0457   6.3506
   184     8  50.2712   0.1920   0.0303   6.3990
   184     9  56.8566   0.1920   0.0294   6.5854
   184    10  63.4775   0.1280   0.0195   6.6221
   185     1   6.8184   5.0000   0.7333   6.8364
   185     2  15.6788   2.0000   0.2262   8.8809
   185     3  21.6016   0.4320   0.0734   5.9360
   185     4  27.5860   0.2880   0.0485   5.9870
   185     5  33.8903   0.2880   0.0461   6.3046
   185     6  40.2396   0.1920   0.0305   6.3511
   185     7  47.1398   0.2880   0.0421   6.8989
   185     8  54.1023   0.1920   0.0278   6.9641
   185     9  61.2537   0.1920   0.0271   7.1515
   186     1   7.0000   5.0000   0.7143   7.0184
   186     2  16.5536   2.0000   0.2097   9.6352
   186     3  23.0571   0.4320   0.0675   6.4557
   186     4  29.5870   0.2880   0.0445   6.5324
   186     5  36.4392   0.2880   0.0424   6.8525
   186     6  43.3536   0.1920   0.0280   6.9160
   186     7  50.8058   0.2880   0.0389   7.4509
   186     8  58.3363   0.1920   0.0257   7.5320
   186     9  66.0563   0.1920   0.0251   7.7201
   187     1   7.1857   5.0000   0.6958   7.2044
   187     2  12.3728   1.2000   0.2322   5.2063
   187     3  17.6033   0.8000   0.1541   5.2365
   187     4  24.5757   0.4320   0.0624   6.9812
   187     5  31.6553   0.2880   0.0410   7.0820
   187     6  39.0594   0.2880   0.0392   7.4043
   187     7  46.5415   0.1920   0.0259   7.4836
   187     8  54.5490   0.2880   0.0362   8.0063
   187     9  62.6496   0.1920   0.0239   8.1021
   187    10  70.9405   0.1920   0.0233   8.2909
   188     1   7.3753   5.0000   0.6779   7.3944
   188     2  12.9478   1.2000   0.2161   5.5925
   188     3  18.6245   0.8000   0.1419   5.6826
   188     4  26.1279   0.4320   0.0579   7.5117
   188     5  33.7609   0.2880   0.0380   7.6352
   188     6  41.7201   0.2880   0.0364   7.9593
   188     7  49.7722   0.1920   0.0240   8.0536
   188     8  58.3379   0.2880   0.0338   8.5645
   188     9  67.0107   0.1920   0.0223   8.6741
   188    10  75.8743   0.1920   0.0218   8.8636
   189     1   7.5689   5.0000   0.6606   7.5885
   189     2  13.5380   1.2000   0.2017   5.9898
   189     3  19.6708   0.8000   0.1313   6.1385
   189     4  27.7097   0.4320   0.0540   8.0466
   189     5  35.8992   0.2880   0.0354   8.1916
   189     6  44.4164   0.2880   0.0340   8.5174
   189     7  53.0405   0.1920   0.0224   8.6255
   189     8  62.2107   0.2880   0.0316   9.2130
   189     9  71.6290   0.1920   0.0206   9.4183
   189    10  81.3648   0.1920   0.0199   9.7358
   190     1   7.7666   5.0000   0.6438   7.7866
   190     2  14.1427   1.2000   0.1888   6.3972
   190     3  20.7404   0.8000   0.1220   6.6033
   190     4  29.3187   0.4320   0.0506   8.5855
   190     5  38.0674   0.2880   0.0331   8.7507
   190     6  47.1451   0.2880   0.0319   9.1218
   190     7  56.4720   0.1920   0.0208   9.3269
   190     8  61.5785   0.1728   0.0345   5.0624
   190     9  66.6409   0.1152   0.0230   5.0637
   190    10  71.8217   0.1152   0.0225   5.1808
   190    11  75.8684   0.0768   0.0153   5.0091
   191     1   7.9685   5.0000   0.6275   7.9889
   191     2  14.7610   1.2000   0.1772   6.8142
   191     3  21.8317   0.8000   0.1138   7.0761
   191     4  30.9985   0.4320   0.0474   9.2192
   191     5  40.5296   0.2880   0.0305   9.5312
   191     6  45.6405   0.1728   0.0345   5.0109
   191     7  50.6514   0.1152   0.0230   5.0109
   191     8  55.7220   0.1152   0.0227   5.1279
   191     9  60.4254   0.0768   0.0153   5.0135
   191    10  66.3597   0.1728   0.0310   5.6233
   191    11  71.9959   0.1152   0.0206   5.6373
   191    12  77.7508   0.1152   0.0202   5.7550
   192     1   8.1745   5.0000   0.6117   8.1954
   192     2  15.3924   1.2000   0.1667   7.2400
   192     3  22.9433   0.8000   0.1066   7.5562
   192     4  28.0011   0.2592   0.0517   5.0635
   192     5  33.0647   0.1728   0.0345   5.0655
   192     6  38.3039   0.1728   0.0333   5.2393
   192     7  43.5472   0.1152   0.0222   5.2446
   192     8  49.1197   0.1728   0.0313   5.5714
   192     9  54.7027   0.1152   0.0208   5.5843
   192    10  60.4045   0.1152   0.0204   5.7018
   192    11  60.4254   0.0768   0.0153   5.0135
   192    12  71.6067   0.1728   0.0282   6.1878
   192    13  77.8190   0.1152   0.0187   6.2135
   193     1   8.3848   5.0000   0.5963   8.4061
   193     2  16.0363   1.2000   0.1573   7.6740
   193     3  24.0738   0.8000   0.1001   8.0427
   193     4  29.6743   0.2592   0.0467   5.6060
   193     5  35.2989   0.1728   0.0310   5.6264
   193     6  41.1003   0.1728   0.0301   5.8015
   193     7  46.9182   0.1152   0.0200   5.8191
   193     8  53.0549   0.1728   0.0284   6.1357
   193     9  59.2139   0.1152   0.0189   6.1602
   193    10  65.4921   0.1152   0.0185   6.2782
   193    11  60.4254   0.0768   0.0153   5.0135
   194     1   8.5993   5.0000   0.5814   8.6210
   194     2  16.6920   1.2000   0.1487   8.1155
   194     3  25.2222   0.8000   0.0943   8.5352
   194     4  31.3703   0.2592   0.0425   6.1536
   194     5  37.5597   0.1728   0.0282   6.1910
   194     6  43.9266   0.1728   0.0274   6.3670
   194     7  50.3214   0.1152   0.0182   6.3959
   194     8  57.0253   0.1728   0.0260   6.7030
   194     9  61.9389   0.1152   0.0179   6.4490
   195     1   8.8181   5.0000   0.5670   8.8402
   195     2  17.3591   1.2000   0.1409   8.5641
   195     3  26.3874   0.8000   0.0891   9.0331
   195     4  33.0875   0.2592   0.0390   6.7054
   195     5  39.8445   0.1728   0.0258   6.7585
   195     6  46.7798   0.1728   0.0251   6.9354
   195     7  51.0057   0.1152   0.0179   6.4537
   195     8  60.5063   0.1728   0.0239   7.2729
   196     1   9.1187   5.0000   0.5483   9.2187
   196     2  18.1921   1.2000   0.1337   9.0192
   196     3  28.1710   0.8000   0.0805  10.0331
   196     4  35.4762   0.2592   0.0360   7.2609
   196     5  42.8034   0.1728   0.0238   7.3287
   196     6  50.3097   0.1728   0.0232   7.5063
   196     7  51.0057   0.1152   0.0179   6.4537
   196     8  64.6082   0.1728   0.0222   7.8450
   197     1   5.0094   5.0000   0.9981   5.0235
   197     2  10.0328   2.0000   0.3993   5.0378
   197     3  19.9804   1.2000   0.1210  10.0192
   197     4  25.4944   0.4800   0.0887   5.4640
   197     5  30.9840   0.3200   0.0588   5.4927
   197     6  38.8007   0.2592   0.0334   7.8196
   197     7  46.7003   0.1728   0.0220   7.9010
   197     8  54.7795   0.1728   0.0215   8.0792
   197     9  51.0057   0.1152   0.0179   6.4537
   197    10  69.6521   0.1728   0.0207   8.4190
   198     1   5.1519   5.0000   0.9705   5.1663
   198     2  10.4646   2.0000   0.3775   5.3278
   198     3  15.8660   0.7200   0.1340   5.4177
   198     4  21.3186   0.4800   0.0888   5.4569
   198     5  27.2868   0.4800   0.0811   5.9689
   198     6  33.3113   0.3200   0.0536   6.0275
   198     7  41.6898   0.2592   0.0311   8.3810
   198     8  50.1637   0.1728   0.0205   8.4752
   198     9  58.8176   0.1728   0.0201   8.6539
   198    10  51.0057   0.1152   0.0179   6.4537
   198    11  74.2660   0.1728   0.0193   8.9947
   199     1   5.2975   5.0000   0.9438   5.3122
   199     2  10.9096   2.0000   0.3573   5.6279
   199     3  16.7740   0.7200   0.1234   5.8807
   199     4  22.7317   0.4800   0.0812   5.9617
   199     5  29.2119   0.4800   0.0747   6.4809
   199     6  35.7767   0.3200   0.0491   6.5676
   199     7  44.7193   0.2592   0.0292   8.9448
   199     8  53.7691   0.1728   0.0192   9.0510
   199     9  63.0840   0.1728   0.0187   9.3572
   199    10  51.0057   0.1152   0.0179   6.4537
   199    11  79.4901   0.1728   0.0175   9.9524
   200     1   5.4461   5.0000   0.9181   5.4611
   200     2  11.3677   2.0000   0.3386   5.9380
   200     3  17.7043   0.7200   0.1142   6.3527
   200     4  24.1739   0.4800   0.0747   6.4736
   200     5  31.1723   0.4800   0.0691   6.9990
   200     6  38.2819   0.3200   0.0453   7.1122
   200     7  48.1379   0.2592   0.0264   9.9013
   200     8  58.1889   0.1728   0.0174  10.0510
   200     9  63.3750   0.1037   0.0204   5.1436
   200    10  67.9514   0.0691   0.0137   5.0286
   201     1   5.5979   5.0000   0.8932   5.6133
   201     2  11.8385   2.0000   0.3213   6.2577
   201     3  18.6554   0.7200   0.1061   6.8328
   201     4  25.6433   0.4800   0.0692   6.9916
   201     5  33.1654   0.4800   0.0643   7.5225
   201     6  40.8236   0.3200   0.0421   7.6606
   201     7  46.2739   0.1555   0.0288   5.4518
   201     8  51.7339   0.1037   0.0192   5.4612
   201     9  57.2777   0.1037   0.0189   5.5438
   201    10  58.9520   0.0691   0.0138   5.0255
   202     1   5.7530   5.0000   0.8691   5.7687
   202     2  12.3221   2.0000   0.3052   6.5867
   202     3  19.6265   0.7200   0.0990   7.3202
   202     4  27.1381   0.4800   0.0643   7.5151
   202     5  35.1885   0.4800   0.0600   8.0509
   202     6  43.3987   0.3200   0.0392   8.2125
   202     7  49.4161   0.1555   0.0261   6.0189
   203     1   5.9115   5.0000   0.8458   5.9275
   203     2  12.8180   2.0000   0.2903   6.9248
   203     3  20.6166   0.7200   0.0927   7.8140
   203     4  28.6566   0.4800   0.0601   8.0434
   203     5  37.2396   0.4800   0.0563   8.5835
   203     6  46.0048   0.3200   0.0367   8.7674
   203     7  52.5921   0.1555   0.0238   6.5888
   204     1   6.0734   5.0000   0.8233   6.0898
   204     2  13.3262   2.0000   0.2764   7.2715
   204     3  21.6247   0.7200   0.0871   8.3136
