  Time     J     Dist    Inhib     Conc     Size
    88     3  22.3217   0.7200   0.0837   8.6575
    88     4  31.2607   0.4800   0.0540   8.9422
    88     5  41.1185   0.4800   0.0490   9.9040
    88     6  46.2374   0.1920   0.0383   5.0743
    88     7  51.3117   0.1280   0.0255   5.0758
    88     8  58.8436   0.1555   0.0208   7.5325
    89     1   6.3519   5.0000   0.7872   6.3689
    89     2  14.2072   2.0000   0.2552   7.8747
    89     3  23.4564   0.7200   0.0782   9.3128
    89     4  33.3061   0.4800   0.0492   9.8497
    89     5  38.7825   0.2880   0.0536   5.4302
    89     6  44.2272   0.1920   0.0356   5.4467
    89     7  49.8583   0.1920   0.0344   5.6312
    89     8  55.5036   0.1280   0.0229   5.6467
    89     9  63.6113   0.1555   0.0193   8.1081
    90     1   6.5234   5.0000   0.7665   6.5408
    90     2  14.7468   2.0000   0.2437   8.2432
    90     3  19.8407   0.4320   0.0854   5.1071
    90     4  24.9508   0.2880   0.0569   5.1131
    90     5  30.3499   0.2880   0.0539   5.3994
    90     6  35.7617   0.1920   0.0358   5.4139
    90     7  41.7337   0.2880   0.0487   5.9705
    90     8  47.7382   0.1920   0.0323   6.0063
    90     9  53.9300   0.1920   0.0313   6.1920
    90    10  60.1491   0.1280   0.0208   6.2203
    90    11  68.8342   0.1555   0.0180   8.6854
    91     1   6.6987   5.0000   0.7464   6.7165
    91     2  15.2977   2.0000   0.2331   8.6191
    91     3  20.8998   0.4320   0.0776   5.6154
    91     4  26.5471   0.2880   0.0515   5.6501
    91     5  32.4863   0.2880   0.0489   5.9395
    91     6  38.4577   0.1920   0.0324   5.9733
    91     7  44.9749   0.2880   0.0446   6.5158
    91     8  51.5425   0.1920   0.0295   6.5694
    91     9  58.2985   0.1920   0.0287   6.7561
    91    10  65.0936   0.1280   0.0190   6.7962
    92     1   6.8778   5.0000   0.7270   6.8959
    92     2  15.8595   2.0000   0.2231   9.0022
    92     3  21.9773   0.4320   0.0711   6.1310
    92     4  28.1673   0.2880   0.0469   6.1926
    92     5  34.6515   0.2880   0.0448   6.4845
    92     6  41.1860   0.1920   0.0296   6.5361
    92     7  48.2526   0.2880   0.0411   7.0653
    92     8  55.3863   0.1920   0.0271   7.1354
    92     9  62.7092   0.1920   0.0264   7.3230
    93     1   7.0608   5.0000   0.7081   7.0793
    93     2  16.9815   2.0000   0.2020  10.0022
    93     3  23.6820   0.4320   0.0654   6.6530
    93     4  30.4192   0.2880   0.0431   6.7396
    93     5  37.4528   0.2880   0.0413   7.0338
    93     6  44.5532   0.1920   0.0273   7.1020
    93     7  52.1728   0.2880   0.0381   7.6184
    93     8  59.8752   0.1920   0.0251   7.7039
    93     9  67.7675   0.1920   0.0245   7.8923
    94     1   7.2477   5.0000   0.6899   7.2666
    94     2  12.5707   1.2000   0.2262   5.3424
    94     3  17.9615   0.8000   0.1495   5.3968
    94     4  25.1333   0.4320   0.0606   7.1804
    94     5  32.4217   0.2880   0.0398   7.2907
    94     6  40.0082   0.2880   0.0382   7.5867
    94     7  47.6771   0.1920   0.0252   7.6704
    94     8  55.8529   0.2880   0.0355   8.1747
    94     9  64.1262   0.1920   0.0234   8.2746
    94    10  72.5898   0.1920   0.0228   8.4637
    95     1   7.4387   5.0000   0.6722   7.4580
    95     2  13.1511   1.2000   0.2108   5.7327
    95     3  18.9918   0.8000   0.1379   5.8466
    95     4  26.6964   0.4320   0.0564   7.7126
    95     5  34.5394   0.2880   0.0370   7.8451
    95     6  42.6820   0.2880   0.0356   8.1428
    95     7  50.9216   0.1920   0.0235   8.2410
    95     8  59.6564   0.2880   0.0332   8.7337
    95     9  68.5024   0.1920   0.0218   8.8473
    95    10  77.5392   0.1920   0.0214   9.0369
    96     1   7.6336   5.0000   0.6550   7.6534
    96     2  13.7465   1.2000   0.1969   6.1337
    96     3  20.0465   0.8000   0.1278   6.3058
    96     4  28.2881   0.4320   0.0527   8.2491
    96     5  36.6886   0.2880   0.0345   8.4025
    96     6  45.3902   0.2880   0.0333   8.7017
    96     7  54.2024   0.1920   0.0219   8.8135
    96     8  63.6739   0.2880   0.0306   9.5142
    96     9  73.3933   0.1920   0.0200   9.7194
    96    10  83.4302   0.1920   0.0193  10.0369
    97     1   7.8327   5.0000   0.6383   7.8529
    97     2  14.3559   1.2000   0.1845   6.5446
    97     3  21.1240   0.8000   0.1189   6.7736
    97     4  29.9063   0.4320   0.0495   8.7894
    97     5  38.8670   0.2880   0.0323   8.9626
    97     6  48.2613   0.2880   0.0308   9.4382
    97     7  57.9043   0.1920   0.0201   9.6430
    97     8  63.1792   0.1728   0.0334   5.2308
    97     9  68.4139   0.1152   0.0222   5.2361
    97    10  73.7673   0.1152   0.0218   5.3534
    97    11  76.0462   0.0768   0.0153   5.0097
    98     1   8.0360   5.0000   0.6222   8.0565
    98     2  14.9789   1.2000   0.1734   6.9648
    98     3  22.2226   0.8000   0.1111   7.2491
    98     4  31.7769   0.4320   0.0454   9.6065
    98     5  41.6957   0.2880   0.0293   9.9188
    98     6  46.9266   0.1728   0.0337   5.1869
    98     7  52.1161   0.1152   0.0224   5.1908
    98     8  57.4239   0.1152   0.0219   5.3079
    98     9  60.6919   0.0768   0.0153   5.0215
    98    10  68.2393   0.1728   0.0301   5.7929
    98    11  74.0486   0.1152   0.0200   5.8105
    98    12  79.9769   0.1152   0.0196   5.9284
    99     1   8.2434   5.0000   0.6065   8.2644
    99     2  15.6147   1.2000   0.1633   7.3936
    99     3  23.3410   0.8000   0.1041   7.7316
    99     4  28.6088   0.2592   0.0497   5.2735
    99     5  33.8899   0.1728   0.0331   5.2830
    99     6  39.3473   0.1728   0.0320   5.4575
    99     7  44.8139   0.1152   0.0213   5.4679
    99     8  50.5636   0.1728   0.0304   5.7486
    99     9  56.3275   0.1152   0.0202   5.7651
    99    10  62.2101   0.1152   0.0198   5.8827
    99    11  60.6919   0.0768   0.0153   5.0215
    99    12  73.5909   0.1728   0.0274   6.3584
   100     1   8.4551   5.0000   0.5914   8.4765
   100     2  16.2627   1.2000   0.1541   7.8303
   100     3  24.4780   0.8000   0.0979   8.2204
   100     4  30.2905   0.2592   0.0450   5.8180
   100     5  36.1341   0.1728   0.0298   5.8454
   100     6  42.1551   0.1728   0.0290   6.0210
   100     7  48.1973   0.1152   0.0192   6.0433
   100     8  54.5122   0.1728   0.0276   6.3139
   100     9  60.8528   0.1152   0.0183   6.3417
   100    10  67.3125   0.1152   0.0180   6.4019
   101     1   8.6710   5.0000   0.5766   8.6928
   101     2  16.9225   1.2000   0.1458   8.2744
   101     3  25.6324   0.8000   0.0923   8.7149
   101     4  31.9943   0.2592   0.0411   6.3673
   101     5  38.4039   0.1728   0.0272   6.4112
   101     6  44.9916   0.1728   0.0265   6.5878
   101     7  50.9263   0.1152   0.0179   6.4475
   101     8  58.3210   0.1728   0.0253   6.8821
   102     1   8.8912   5.0000   0.5624   8.9134
   102     2  17.5934   1.2000   0.1383   8.7253
   102     3  26.9529   0.8000   0.0859   9.4141
   102     4  33.9181   0.2592   0.0378   6.9206
   102     5  40.8964   0.1728   0.0250   6.9798
   102     6  48.0535   0.1728   0.0243   7.1572
   102     7  50.9263   0.1152   0.0179   6.4475
   102     8  61.9535   0.1728   0.0234   7.4527
   103     1   9.5029   5.0000   0.5262   9.6029
   103     2  18.8477   1.2000   0.1298   9.3448
   103     3  24.0536   0.4800   0.0940   5.1554
   103     4  29.2155   0.3200   0.0626   5.1651
   103     5  36.6898   0.2592   0.0349   7.4774
   103     6  44.2393   0.1728   0.0231   7.5508
   103     7  51.9681   0.1728   0.0225   7.7289
   103     8  50.9263   0.1152   0.0179   6.4475
   103     9  66.4409   0.1728   0.0217   8.0254
   104     1   5.0581   5.0000   0.9885   5.0723
   104     2  10.1880   2.0000   0.3910   5.1445
   104     3  15.2841   0.7200   0.1421   5.1124
   104     4  20.4009   0.4800   0.0946   5.1212
   104     5  26.0554   0.4800   0.0856   5.6554
   104     6  31.7486   0.3200   0.0567   5.6963
   104     7  39.7831   0.2592   0.0325   8.0372
   104     8  47.9057   0.1728   0.0214   8.1239
   104     9  56.2082   0.1728   0.0210   8.3025
   104    10  50.9263   0.1152   0.0179   6.4475
   104    11  71.2556   0.1728   0.0202   8.6000
   105     1   5.2016   5.0000   0.9612   5.2162
   105     2  10.6246   2.0000   0.3698   5.4383
   105     3  16.1771   0.7200   0.1304   5.5687
   105     4  21.7935   0.4800   0.0862   5.6206
   105     5  27.9558   0.4800   0.0785   6.1631
   105     6  34.1861   0.3200   0.0518   6.2332
   105     7  42.7833   0.2592   0.0303   8.5996
   105     8  51.4809   0.1728   0.0200   8.6988
   105     9  60.3587   0.1728   0.0196   8.8779
   105    10  50.9263   0.1152   0.0179   6.4475
   105    11  76.0670   0.1728   0.0188   9.3032
   106     1   5.3482   5.0000   0.9349   5.3631
   106     2  11.0744   2.0000   0.3502   5.7422
   106     3  17.0930   0.7200   0.1202   6.0348
   106     4  23.2168   0.4800   0.0790   6.1278
   106     5  29.8936   0.4800   0.0724   6.6775
   106     6  36.6660   0.3200   0.0476   6.7751
   106     7  45.8716   0.2592   0.0283   9.2512
   106     8  55.3161   0.1728   0.0185   9.4445
   106     9  65.0669   0.1728   0.0179   9.7508
   106    10  50.9263   0.1152   0.0179   6.4475
   106    11  76.6734   0.1037   0.0205   5.1166
   107     1   5.4979   5.0000   0.9094   5.5131
   107     2  11.5371   2.0000   0.3320   6.0558
   107     3  18.0307   0.7200   0.1114   6.5096
   107     4  24.6687   0.4800   0.0728   6.6418
   107     5  31.8658   0.4800   0.0672   7.1977
   107     6  39.1845   0.3200   0.0440   7.3212
   107     7  44.2649   0.1555   0.0309   5.0819
   107     8  49.3468   0.1037   0.0206   5.0831
   107     9  54.5415   0.1037   0.0202   5.1948
   107    10  58.8858   0.0691   0.0138   5.0222
   107    11  64.9344   0.1037   0.0195   5.3707
   108     1   5.6509   5.0000   0.8848   5.6664
   108     2  12.0127   2.0000   0.3151   6.3791
   108     3  18.9890   0.7200   0.1037   6.9922
   108     4  26.1471   0.4800   0.0675   7.1617
   108     5  33.8697   0.4800   0.0626   7.7232
   108     6  41.7384   0.3200   0.0409   7.8710
   108     7  47.3836   0.1555   0.0278   5.6467
   108     8  53.0419   0.1037   0.0185   5.6594
   108     9  58.8134   0.1037   0.0181   5.7715
   109     1   5.8071   5.0000   0.8610   5.8229
   109     2  12.5008   2.0000   0.2995   6.7115
   109     3  19.9669   0.7200   0.0969   7.4817
   109     4  27.6502   0.4800   0.0629   7.6868
   109     5  35.9029   0.4800   0.0585   8.2532
   109     6  44.3248   0.3200   0.0382   8.4241
   109     7  50.5381   0.1555   0.0253   6.2148
   110     1   5.9668   5.0000   0.8380   5.9829
   110     2  13.0012   2.0000   0.2850   7.0528
   110     3  20.9634   0.7200   0.0908   7.9775
   110     4  29.1766   0.4800   0.0588   8.2165
   110     5  37.9635   0.4800   0.0550   8.7873
   110     6  46.9414   0.3200   0.0359   8.9800
   110     7  53.7255   0.1555   0.0231   6.7856
   111     1   6.1299   5.0000   0.8157   6.1464
   111     2  13.5137   2.0000   0.2715   7.4027
   111     3  21.9777   0.7200   0.0854   8.4790
   111     4  30.7249   0.4800   0.0552   8.7504
   111     5  40.2804   0.4800   0.0505   9.6020
   111     6  50.2162   0.3200   0.0325   9.9358
   111     7  57.6175   0.1555   0.0213   7.3588
   112     1   6.2966   5.0000   0.7941   6.3134
   112     2  14.0381   2.0000   0.2589   7.7608
   112     3  23.0089   0.7200   0.0806   8.9856
   112     4  32.4785   0.4800   0.0510   9.5187
   112     5  37.7930   0.2880   0.0552   5.2681
   112     6  43.0696   0.1920   0.0368   5.2786
   112     7  48.5321   0.1920   0.0355   5.4627
   112     8  54.0048   0.1280   0.0236   5.4741
   112     9  61.9382   0.1555   0.0197   7.9339
   113     1   6.4669   5.0000   0.7732   6.4841
   113     2  14.5740   2.0000   0.2472   8.1268
   113     3  24.4475   0.7200   0.0732   9.9365
   113     4  29.7169   0.2880   0.0557   5.2230
   113     5  34.9462   0.1920   0.0371   5.2313
   113     6  40.7545   0.2880   0.0501   5.8068
   113     7  46.5895   0.1920   0.0332   5.8370
   113     8  52.6118   0.1920   0.0322   6.0224
   113     9  58.6574   0.1280   0.0214   6.0469
   113    10  67.1678   0.1555   0.0184   8.5107
   114     1   6.6409   5.0000   0.7529   6.6585
   114     2  15.1213   2.0000   0.2363   8.5004
   114     3  20.5312   0.4320   0.0804   5.4231
   114     4  25.9749   0.2880   0.0534   5.4466
   114     5  31.7358   0.2880   0.0505   5.7612
   114     6  37.5233   0.1920   0.0335   5.7894
   114     7  43.8754   0.2880   0.0457   6.3507
   114     8  50.2727   0.1920   0.0303   6.3990
   114     9  56.8581   0.1920   0.0294   6.5855
   114    10  63.4791   0.1280   0.0195   6.6222
   115     1   6.8188   5.0000   0.7333   6.8368
   115     2  15.6797   2.0000   0.2262   8.8813
   115     3  21.6026   0.4320   0.0734   5.9361
   115     4  27.5870   0.2880   0.0485   5.9871
   115     5  33.8914   0.2880   0.0461   6.3047
   115     6  40.2408   0.1920   0.0305   6.3512
   115     7  47.1411   0.2880   0.0421   6.8990
   115     8  54.1037   0.1920   0.0278   6.9642
   115     9  61.2553   0.1920   0.0271   7.1516
   116     1   7.0005   5.0000   0.7142   7.0189
   116     2  16.5545   2.0000   0.2097   9.6356
   116     3  23.0581   0.4320   0.0675   6.4558
   116     4  29.5881   0.2880   0.0445   6.5325
   116     5  36.4404   0.2880   0.0424   6.8526
   116     6  43.3549   0.1920   0.0280   6.9161
   116     7  50.8072   0.2880   0.0389   7.4510
   116     8  58.3377   0.1920   0.0257   7.5321
   116     9  66.0579   0.1920   0.0251   7.7202
   117     1   7.1861   5.0000   0.6958   7.2049
   117     2  12.3734   1.2000   0.2322   5.2065
   117     3  17.6042   0.8000   0.1541   5.2368
   117     4  24.5767   0.4320   0.0624   6.9813
   117     5  31.6564   0.2880   0.0410   7.0821
   117     6  39.0606   0.2880   0.0392   7.4044
   117     7  46.5428   0.1920   0.0259   7.4837
   117     8  54.5504   0.2880   0.0362   8.0064
   117     9  62.6511   0.1920   0.0239   8.1022
   117    10  70.9420   0.1920   0.0233   8.2910
   118     1   7.3757   5.0000   0.6779   7.3949
   118     2  12.9485   1.2000   0.2161   5.5927
   118     3  18.6254   0.8000   0.1419   5.6828
   118     4  26.1290   0.4320   0.0579   7.5118
   118     5  33.7621   0.2880   0.0380   7.6353
   118     6  41.7213   0.2880   0.0364   7.9594
   118     7  49.7735   0.1920   0.0240   8.0537
   118     8  58.3393   0.2880   0.0338   8.5646
   118     9  67.0122   0.1920   0.0223   8.6742
   118    10  75.8759   0.1920   0.0218   8.8637
   119     1   7.5694   5.0000   0.6606   7.5890
   119     2  13.5388   1.2000   0.2017   5.9900
   119     3  19.6717   0.8000   0.1313   6.1388
   119     4  27.7107   0.4320   0.0540   8.0467
   119     5  35.9003   0.2880   0.0354   8.1917
   119     6  44.4176   0.2880   0.0340   8.5175
   119     7  53.0418   0.1920   0.0224   8.6256
   119     8  62.2122   0.2880   0.0316   9.2131
   119     9  71.6305   0.1920   0.0206   9.4183
   119    10  81.3664   0.1920   0.0199   9.7359
   120     1   7.7671   5.0000   0.6437   7.7871
   120     2  14.1434   1.2000   0.1888   6.3975
   120     3  20.7413   0.8000   0.1220   6.6036
   120     4  29.3197   0.4320   0.0506   8.5856
   120     5  38.0685   0.2880   0.0331   8.7508
   120     6  47.1464   0.2880   0.0319   9.1219
   120     7  56.4734   0.1920   0.0208   9.3270
   120     8  61.5799   0.1728   0.0345   5.0624
   120     9  66.6423   0.1152   0.0230   5.0637
   120    10  71.8232   0.1152   0.0225   5.1809
   120    11  75.8699   0.0768   0.0153   5.0092
   121     1   7.9690   5.0000   0.6274   7.9894
   121     2  14.7618   1.2000   0.1772   6.8145
   121     3  21.8326   0.8000   0.1138   7.0764
   121     4  30.9995   0.4320   0.0474   9.2193
   121     5  40.5308   0.2880   0.0305   9.5313
   121     6  45.6417   0.1728   0.0345   5.0109
   121     7  50.6527   0.1152   0.0230   5.0109
   121     8  55.7234   0.1152   0.0227   5.1279
   121     9  60.4267   0.0768   0.0153   5.0135
   121    10  66.3612   0.1728   0.0310   5.6233
   121    11  71.9973   0.1152   0.0206   5.6374
   121    12  77.7524   0.1152   0.0202   5.7551
   122     1   8.1750   5.0000   0.6116   8.1959
   122     2  15.3932   1.2000   0.1667   7.2403
   122     3  22.9443   0.8000   0.1066   7.5564
   122     4  28.0022   0.2592   0.0517   5.0636
   122     5  33.0658   0.1728   0.0345   5.0655
   122     6  38.3050   0.1728   0.0333   5.2394
   122     7  43.5484   0.1152   0.0222   5.2447
   122     8  49.1209   0.1728   0.0313   5.5715
   122     9  54.7040   0.1152   0.0208   5.5843
   122    10  60.4059   0.1152   0.0204   5.7019
   122    11  60.4267   0.0768   0.0153   5.0135
   122    12  71.6081   0.1728   0.0282   6.1879
   122    13  77.8206   0.1152   0.0187   6.2135
   123     1   8.3853   5.0000   0.5963   8.4066
   123     2  16.0371   1.2000   0.1573   7.6742
   123     3  24.0748   0.8000   0.1001   8.0430
   123     4  29.6754   0.2592   0.0467   5.6061
   123     5  35.3000   0.1728   0.0310   5.6265
   123     6  41.1015   0.1728   0.0301   5.8015
   123     7  46.9194   0.1152   0.0200   5.8191
   123     8  53.0561   0.1728   0.0284   6.1357
   123     9  59.2153   0.1152   0.0189   6.1602
   123    10  65.4935   0.1152   0.0185   6.2783
   123    11  60.4267   0.0768   0.0153   5.0135
   124     1   8.5998   5.0000   0.5814   8.6215
   124     2  16.6928   1.2000   0.1487   8.1158
   124     3  25.2233   0.8000   0.0943   8.5355
   124     4  31.3714   0.2592   0.0425   6.1536
   124     5  37.5608   0.1728   0.0282   6.1910
   124     6  43.9278   0.1728   0.0274   6.3671
   124     7  50.3227   0.1152   0.0182   6.3960
   124     8  57.0266   0.1728   0.0260   6.7030
   124     9  61.9402   0.1152   0.0179   6.4490
   125     1   8.8186   5.0000   0.5670   8.8408
   125     2  17.3599   1.2000   0.1409   8.5643
   125     3  26.3885   0.8000   0.0891   9.0334
   125     4  33.0886   0.2592   0.0390   6.7055
   125     5  39.8456   0.1728   0.0258   6.7586
   125     6  46.7811   0.1728   0.0251   6.9355
   125     7  51.0069   0.1152   0.0179   6.4538
   125     8  60.5076   0.1728   0.0239   7.2729
   126     1   9.1192   5.0000   0.5483   9.2192
   126     2  18.1929   1.2000   0.1337   9.0194
   126     3  28.1721   0.8000   0.0805  10.0334
   126     4  35.4773   0.2592   0.0360   7.2610
   126     5  42.8046   0.1728   0.0238   7.3287
   126     6  50.3109   0.1728   0.0232   7.5063
   126     7  51.0069   0.1152   0.0179   6.4538
   126     8  64.6096   0.1728   0.0222   7.8450
   127     1   5.0096   5.0000   0.9981   5.0237
   127     2  10.0334   2.0000   0.3992   5.0380
   127     3  19.9812   1.2000   0.1210  10.0194
   127     4  25.4953   0.4800   0.0887   5.4641
   127     5  30.9850   0.3200   0.0588   5.4928
   127     6  38.8018   0.2592   0.0334   7.8196
   127     7  46.7015   0.1728   0.0220   7.9010
   127     8  54.7807   0.1728   0.0215   8.0793
   127     9  51.0069   0.1152   0.0179   6.4538
   127    10  69.6534   0.1728   0.0207   8.4191
   128     1   5.1522   5.0000   0.9705   5.1666
   128     2  10.4652   2.0000   0.3775   5.3280
   128     3  15.8667   0.7200   0.1340   5.4178
   128     4  21.3194   0.4800   0.0888   5.4571
   128     5  27.2877   0.4800   0.0811   5.9690
   128     6  33.3124   0.3200   0.0536   6.0276
   128     7  41.6910   0.2592   0.0311   8.3810
   128     8  50.1649   0.1728   0.0205   8.4752
   128     9  58.8189   0.1728   0.0201   8.6540
   128    10  51.0069   0.1152   0.0179   6.4538
   128    11  74.2673   0.1728   0.0193   8.9948
   129     1   5.2977   5.0000   0.9438   5.3125
   129     2  10.9102   2.0000   0.3573   5.6282
   129     3  16.7747   0.7200   0.1234   5.8808
   129     4  22.7325   0.4800   0.0812   5.9618
   129     5  29.2128   0.4800   0.0747   6.4810
   129     6  35.7778   0.3200   0.0491   6.5677
   129     7  44.7204   0.2592   0.0292   8.9449
   129     8  53.7703   0.1728   0.0192   9.0511
   129     9  63.0853   0.1728   0.0187   9.3573
   129    10  51.0069   0.1152   0.0179   6.4538
   129    11  79.4915   0.1728   0.0175   9.9524
   130     1   5.4464   5.0000   0.9180   5.4614
   130     2  11.3682   2.0000   0.3386   5.9383
   130     3  17.7050   0.7200   0.1142   6.3529
   130     4  24.1748   0.4800   0.0747   6.4737
   130     5  31.1733   0.4800   0.0691   6.9991
   130     6  38.2831   0.3200   0.0453   7.1123
   130     7  48.1391   0.2592   0.0264   9.9014
   130     8  58.1902   0.1728   0.0174  10.0511
   130     9  63.3763   0.1037   0.0204   5.1436
   130    10  67.9527   0.0691   0.0137   5.0286
   131     1   5.5982   5.0000   0.8931   5.6136
   131     2  11.8391   2.0000   0.3213   6.2580
   131     3  18.6562   0.7200   0.1061   6.8330
   131     4  25.6442   0.4800   0.0692   6.9918
   131     5  33.1664   0.4800   0.0643   7.5227
   131     6  40.8247   0.3200   0.0421   7.6608
   131     7  46.2750   0.1555   0.0288   5.4518
   131     8  51.7351   0.1037   0.0192   5.4612
   131     9  57.2790   0.1037   0.0189   5.5439
   131    10  58.9532   0.0691   0.0138   5.0255
   132     1   5.7533   5.0000   0.8691   5.7690
   132     2  12.3227   2.0000   0.3052   6.5870
   132     3  19.6273   0.7200   0.0990   7.3203
   132     4  27.1390   0.4800   0.0643   7.5152
   132     5  35.1895   0.4800   0.0600   8.0510
   132     6  43.3999   0.3200   0.0392   8.2126
   132     7  49.4173   0.1555   0.0261   6.0189
   133     1   5.9118   5.0000   0.8458   5.9278
   133     2  12.8187   2.0000   0.2902   6.9251
   133     3  20.6173   0.7200   0.0927   7.8141
   133     4  28.6575   0.4800   0.0601   8.0435
   133     5  37.2407   0.4800   0.0563   8.5836
   133     6  46.0060   0.3200   0.0367   8.7675
   133     7  52.5934   0.1555   0.0238   6.5888
   134     1   6.0737   5.0000   0.8232   6.0901
   134     2  13.3268   2.0000   0.2764   7.2718
   134     3  21.6255   0.7200   0.0871   8.3138
   134     4  30.1983   0.4800   0.0563   8.5761
   134     5  39.3642   0.4800   0.0527   9.2125
   134     6  48.9102   0.3200   0.0339   9.5460
   134     7  56.1140   0.1555   0.0219   7.1612
   135     1   6.2391   5.0000   0.8014   6.2559
   135     2  13.8469   2.0000   0.2635   7.6269
   135     3  22.6508   0.7200   0.0821   8.8188
   135     4  31.8064   0.4800   0.0527   9.2049
   135     5  36.9126   0.2880   0.0575   5.0595
   135     6  41.9722   0.1920   0.0384   5.0617
   135     7  47.2171   0.1920   0.0370   5.2450
   135     8  52.4665   0.1280   0.0246   5.2508
   135     9  60.2016   0.1555   0.0203   7.7357
   136     1   6.4082   5.0000   0.7802   6.4253
   136     2  14.3787   2.0000   0.2515   7.9900
   136     3  23.9375   0.7200   0.0756   9.6221
   136     4  29.0399   0.2880   0.0576   5.0557
   136     5  34.0956   0.1920   0.0384   5.0579
   136     6  39.6931   0.2880   0.0520   5.5960
   136     7  45.3096   0.1920   0.0345   5.6184
   136     8  51.1127   0.1920   0.0334   5.8032
   136     9  56.9340   0.1280   0.0222   5.8226
   136    10  65.2455   0.1555   0.0188   8.3119
   137     1   6.5810   5.0000   0.7598   6.5985
   137     2  14.9219   2.0000   0.2403   8.3609
   137     3  20.1721   0.4320   0.0829   5.2634
   137     4  25.4475   0.2880   0.0551   5.2782
   137     5  31.0392   0.2880   0.0520   5.5921
   137     6  36.6519   0.1920   0.0345   5.6146
   137     7  42.7913   0.2880   0.0473   6.1379
   137     8  48.9686   0.1920   0.0314   6.1791
   137     9  55.3336   0.1920   0.0304   6.3651
   137    10  61.7293   0.1280   0.0202   6.3970
   138     1   6.7575   5.0000   0.7399   6.7754
   138     2  15.4763   2.0000   0.2299   8.7391
   138     3  21.2372   0.4320   0.0755   5.7741
   138     4  27.0515   0.2880   0.0500   5.8171
   138     5  33.1853   0.2880   0.0474   6.1341
   138     6  39.3588   0.1920   0.0314   6.1753
   138     7  46.0447   0.2880   0.0434   6.6846
   138     8  52.7862   0.1920   0.0287   6.7432
   138     9  59.7162   0.1920   0.0279   6.9301
   138    10  66.6886   0.1280   0.0185   6.9735
   139     1   6.9379   5.0000   0.7207   6.9561
   139     2  16.1642   2.0000   0.2172   9.3081
   139     3  22.5040   0.4320   0.0692   6.2918
   139     4  28.8624   0.2880   0.0457   6.3610
   139     5  35.5429   0.2880   0.0435   6.6807
   139     6  42.2805   0.1920   0.0287   6.7393
   139     7  49.5170   0.2880   0.0401   7.2352
   139     8  56.8254   0.1920   0.0265   7.3100
   139     9  64.3231   0.1920   0.0258   7.4977
   140     1   7.1222   5.0000   0.7020   7.1408
   140     2  12.1823   1.2000   0.2380   5.0791
   140     3  17.2674   0.8000   0.1585   5.0912
   140     4  24.0740   0.4320   0.0639   6.8155
   140     5  30.9810   0.2880   0.0420   6.9094
   140     6  38.2121   0.2880   0.0401   7.2313
   140     7  45.5166   0.1920   0.0265   7.3061
   140     8  53.3072   0.2880   0.0372   7.7894
   140     9  61.1850   0.1920   0.0245   7.8793
   140    10  69.2526   0.1920   0.0240   8.0677
   141     1   7.3104   5.0000   0.6840   7.3294
   141     2  12.7521   1.2000   0.2213   5.4614
   141     3  18.2798   0.8000   0.1457   5.5337
   141     4  25.6159   0.4320   0.0592   7.3445
   141     5  33.0752   0.2880   0.0389   7.4615
   141     6  40.8604   0.2880   0.0373   7.7854
   141     7  48.7343   0.1920   0.0246   7.8753
   141     8  57.0820   0.2880   0.0347   8.3465
   141     9  65.5312   0.1920   0.0229   8.4506
   141    10  74.1708   0.1920   0.0224   8.6397
   142     1   7.5027   5.0000   0.6664   7.5221
   142     2  13.3373   1.2000   0.2064   5.8550
   142     3  19.3179   0.8000   0.1347   5.9865
   142     4  27.1882   0.4320   0.0552   7.8781
   142     5  35.2030   0.2880   0.0362   8.0169
   142     6  43.5453   0.2880   0.0348   8.3425
   142     7  51.9906   0.1920   0.0229   8.4467
   142     8  60.8981   0.2880   0.0325   8.9063
   142     9  69.9206   0.1920   0.0214   9.0238
   142    10  79.2191   0.1920   0.0208   9.3411
   143     1   7.6990   5.0000   0.6494   7.7189
   143     2  13.9371   1.2000   0.1930   6.2591
   143     3  20.3799   0.8000   0.1250   6.4485
   143     4  28.7884   0.4320   0.0517   8.4158
   143     5  37.3616   0.2880   0.0338   8.5752
   143     6  46.2637   0.2880   0.0326   8.9023
   143     7  55.2823   0.1920   0.0214   9.0198
   143     8  65.0583   0.2880   0.0296   9.8186
   143     9  75.0820   0.1920   0.0193  10.0238
   143    10  80.2598   0.1152   0.0227   5.1350
   144     1   7.8995   5.0000   0.6330   7.9197
   144     2  14.5509   1.2000   0.1810   6.6730
   144     3  21.4641   0.8000   0.1164   6.9187
   144     4  30.4144   0.4320   0.0485   8.9572
   144     5  39.5923   0.2880   0.0316   9.2237
   144     6  49.4069   0.2880   0.0296   9.8146
   144     7  59.4267   0.1920   0.0194  10.0198
   144     8  64.8719   0.1728   0.0323   5.4013
   144     9  70.2810   0.1152   0.0215   5.4104
   144    10  75.8087   0.1152   0.0211   5.5278
   144    11  76.1867   0.0768   0.0153   5.0119
   145     1   8.1041   5.0000   0.6170   8.1248
   145     2  15.1780   1.2000   0.1701   7.0959
   145     3  22.5690   0.8000   0.1089   7.3964
   145     4  32.4286   0.4320   0.0440   9.9115
   145     5  37.5405   0.1728   0.0345   5.0677
   145     6  42.6082   0.1152   0.0230   5.0690
   145     7  48.0085   0.1728   0.0323   5.3992
   145     8  53.4156   0.1152   0.0215   5.4084
   145     9  58.9414   0.1152   0.0211   5.5258
   145    10  60.3578   0.0768   0.0153   5.0099
