    J           age   Dist      Z            Do          Size             Y   Conc
  144   0.00  47.50 103.78 103.78   0.58   5.03  47.50   5.03   0.00   0.07   0.01
  145   0.00  41.90  81.38  81.38   0.58   6.45  41.90   6.45   0.00   0.12   0.02
  146   0.00  41.70  86.64  86.64   0.58   6.45  41.70   6.45   0.00   0.12   0.02
  147   0.00  39.20  76.19  76.19   0.58   5.01  39.20   5.01   0.00   0.08   0.02
  148   0.00  41.30  95.39  95.39   0.58   6.40  41.30   6.40   0.00   0.12   0.02
  149   0.00  38.90  84.75  84.75   0.58   5.02  38.90   5.02   0.00   0.08   0.02
  150   0.00  34.50  68.68  68.68   0.58   7.15  34.50   7.15   0.00   0.13   0.02
  151   0.00  55.90  68.97  68.97   0.58   8.66  55.90   8.66   0.00   0.16   0.02
  152   0.00  50.90  54.34  54.34   0.58   5.81  50.90   5.81   0.00   0.10   0.02
  153   0.00  50.70  59.42  59.42   0.58   5.77  50.70   5.77   0.00   0.10   0.02
  154   0.00  49.40  58.95  58.95   0.58   5.03  49.40   5.03   0.00   0.07   0.01
  155   0.00  50.40  69.00  69.00   0.58   5.78  50.40   5.78   0.00   0.10   0.02
  156   0.00  49.10  67.95  67.95   0.58   5.03  49.10   5.03   0.00   0.07   0.01
  157   0.00  43.50  51.01  51.01   0.58   6.45  43.50   6.45   0.00   0.12   0.02
  158   0.00  49.80  83.40  83.40   0.58   5.78  49.80   5.78   0.00   0.10   0.02
  159   0.00  48.50  81.35  81.35   0.58   5.03  48.50   5.03   0.00   0.07   0.01
  160   0.00  42.90  61.94  61.94   0.58   6.45  42.90   6.45   0.00   0.12   0.02
  161   0.00  42.70  67.54  67.54   0.58   6.45  42.70   6.45   0.00   0.12   0.02
  162   0.00  40.20  60.43  60.43   0.58   5.01  40.20   5.01   0.00   0.08   0.02
  163   0.00  48.70 106.26 106.26   0.58   5.77  48.70   5.77   0.00   0.10   0.02
  164   0.00  47.40 103.33 103.33   0.58   5.02  47.40   5.02   0.00   0.07   0.01
  165   0.00  41.80  80.93  80.93   0.58   6.44  41.80   6.44   0.00   0.12   0.02
  166   0.00  41.60  86.19  86.19   0.58   6.45  41.60   6.45   0.00   0.12   0.02
  167   0.00  39.10  75.87  75.87   0.58   5.01  39.10   5.01   0.00   0.08   0.02
  168   0.00  41.30  95.68  95.68   0.58   6.46  41.30   6.46   0.00   0.12   0.02
  169   0.00  38.80  84.47  84.47   0.58   5.02  38.80   5.02   0.00   0.08   0.02
  170   0.00  34.40  68.45  68.45   0.58   7.14  34.40   7.14   0.00   0.13   0.02
  171   0.00  55.90  69.26  69.26   0.58   8.68  55.90   8.68   0.00   0.16   0.02
  172   0.00  50.80  54.16  54.16   0.58   5.77  50.80   5.77   0.00   0.10   0.02
  173   0.00  50.60  59.24  59.24   0.58   5.77  50.60   5.77   0.00   0.10   0.02
  174   0.00  49.30  58.89  58.89   0.58   5.02  49.30   5.02   0.00   0.07   0.01
  175   0.00  50.30  68.81  68.81   0.58   5.77  50.30   5.77   0.00   0.10   0.02
  176   0.00  49.00  67.78  67.78   0.58   5.03  49.00   5.03   0.00   0.07   0.01
  177   0.00  43.40  50.93  50.93   0.58   6.45  43.40   6.45   0.00   0.12   0.02
  178   0.00  49.80  83.72  83.72   0.58   5.81  49.80   5.81   0.00   0.10   0.02
  179   0.00  48.40  81.13  81.13   0.58   5.00  48.40   5.00   0.00   0.07   0.01
  180   0.00  42.90  62.22  62.22   0.58   6.46  42.90   6.46   0.00   0.12   0.02
  181   0.00  42.60  67.31  67.31   0.58   6.40  42.60   6.40   0.00   0.12   0.02
  182   0.00  40.20  60.69  60.69   0.58   5.02  40.20   5.02   0.00   0.08   0.02
  183   0.00  48.70 106.60 106.60   0.58   5.77  48.70   5.77   0.00   0.10   0.02
  184   0.00  47.40 103.64 103.64   0.58   5.02  47.40   5.02   0.00   0.07   0.01
  185   0.00  41.80  81.22  81.22   0.58   6.45  41.80   6.45   0.00   0.12   0.02
  186   0.00  41.60  86.48  86.48   0.58   6.45  41.60   6.45   0.00   0.12   0.02
  187   0.00  39.10  76.05  76.05   0.58   5.01  39.10   5.01   0.00   0.08   0.02
  188   0.00  41.30  95.97  95.97   0.58   6.46  41.30   6.46   0.00   0.12   0.02
  189   0.00  38.80  84.65  84.65   0.58   5.02  38.80   5.02   0.00   0.08   0.02
  190   0.00  34.40  68.58  68.58   0.58   7.14  34.40   7.14   0.00   0.13   0.02
