25	2	2009	0.00	-18.11
26	2	2009	0.00	-16.39
27	2	2009	0.00	-14.33
28	2	2009	0.00	-13.33
1	3	2009	0.00	-14.33
2	3	2009	0.00	-14.22
3	3	2009	0.00	-14.61
4	3	2009	0.00	-13.28
5	3	2009	0.00	-11.28
6	3	2009	0.00	-7.44
7	3	2009	0.00	-3.06
8	3	2009	0.00	-0.72
9	3	2009	0.00	-1.00
10	3	2009	0.00	-5.89
11	3	2009	0.00	-9.89
12	3	2009	0.00	-9.22
13	3	2009	1.02	-2.83
14	3	2009	0.00	-1.28
15	3	2009	0.51	-0.94
16	3	2009	7.11	1.33
17	3	2009	0.00	-2.89
18	3	2009	0.00	-3.28
19	3	2009	0.00	-1.78
20	3	2009	0.00	-3.94
21	3	2009	0.00	-4.56
22	3	2009	0.00	-5.50
23	3	2009	0.00	-2.39
24	3	2009	3.05	-0.67
25	3	2009	3.05	0.83
26	3	2009	0.00	0.06
27	3	2009	0.00	-0.17
28	3	2009	0.00	1.39
29	3	2009	0.00	3.56
30	3	2009	0.00	5.33
31	3	2009	0.00	5.89
1	4	2009	0.00	5.22
2	4	2009	0.00	4.17
3	4	2009	0.00	6.00
4	4	2009	0.00	4.17
5	4	2009	0.00	6.56
6	4	2009	0.00	9.72
7	4	2009	0.00	4.50
8	4	2009	0.00	2.11
9	4	2009	0.00	5.78
10	4	2009	0.00	5.33
11	4	2009	0.00	3.11
12	4	2009	0.00	7.00
13	4	2009	0.00	7.28
14	4	2009	0.00	6.17
15	4	2009	0.00	7.33
16	4	2009	4.06	1.33
17	4	2009	0.51	0.22
18	4	2009	0.00	1.39
19	4	2009	0.00	4.39
20	4	2009	0.00	6.11
21	4	2009	0.00	8.89
22	4	2009	0.00	11.06
23	4	2009	0.00	8.50
24	4	2009	0.00	10.00
25	4	2009	0.00	10.33
26	4	2009	-9999	10.56
27	4	2009	3.05	5.22
28	4	2009	0.00	6.94
29	4	2009	0.00	4.28
30	4	2009	3.05	6.94
1	5	2009	2.03	7.67
2	5	2009	0.00	12.78
3	5	2009	1.02	9.83
4	5	2009	5.08	8.00
5	5	2009	0.00	6.83
6	5	2009	0.00	9.17
7	5	2009	0.51	5.28
8	5	2009	0.00	5.06
9	5	2009	0.00	8.50
10	5	2009	0.00	11.28
11	5	2009	0.00	12.39
12	5	2009	0.00	13.00
13	5	2009	-9999	13.83
14	5	2009	5.08	10.39
15	5	2009	0.00	10.33
16	5	2009	0.00	14.89
17	5	2009	0.00	13.17
18	5	2009	7.62	9.78
19	5	2009	27.18	8.33
20	5	2009	0.00	11.33
21	5	2009	-9999	11.83
22	5	2009	10.92	6.28
23	5	2009	0.00	7.83
24	5	2009	-9999	8.56
25	5	2009	2.03	5.44
26	5	2009	0.00	6.17
27	5	2009	1.02	6.94
28	5	2009	0.00	11.56
29	5	2009	0.00	15.17
30	5	2009	0.00	17.00
31	5	2009	10.16	10.72
1	6	2009	0.00	13.00
2	6	2009	0.25	14.50
3	6	2009	2.03	10.61
4	6	2009	2.29	10.89
5	6	2009	0.76	10.89
6	6	2009	0.00	11.22
7	6	2009	-9999	13.78
8	6	2009	0.25	13.67
9	6	2009	5.08	10.94
10	6	2009	0.76	11.67
11	6	2009	1.27	14.33
12	6	2009	3.05	16.39
13	6	2009	2.03	9.83
14	6	2009	2.03	8.00
15	6	2009	0.00	10.22
16	6	2009	-9999	10.22
17	6	2009	17.02	6.56
18	6	2009	4.32	4.83
19	6	2009	12.95	7.61
20	6	2009	12.95	9.72
21	6	2009	0.00	13.00
22	6	2009	0.00	16.06
23	6	2009	16.76	13.94
24	6	2009	1.02	15.39
25	6	2009	7.87	11.61
26	6	2009	0.00	12.72
27	6	2009	0.00	10.83
28	6	2009	1.02	9.39
29	6	2009	26.92	10.22
30	6	2009	2.03	12.89
1	7	2009	0.00	13.56
2	7	2009	0.00	14.50
3	7	2009	0.00	16.56
4	7	2009	0.00	16.94
5	7	2009	0.51	18.33
6	7	2009	2.03	17.72
7	7	2009	0.00	19.44
8	7	2009	5.08	14.33
9	7	2009	4.06	14.50
10	7	2009	0.25	16.39
11	7	2009	2.03	17.50
12	7	2009	0.00	16.94
13	7	2009	0.00	17.89
14	7	2009	-9999	17.89
15	7	2009	10.16	14.44
16	7	2009	0.25	14.72
17	7	2009	0.00	14.00
18	7	2009	2.03	14.78
19	7	2009	6.10	14.22
20	7	2009	1.02	15.17
21	7	2009	-9999	17.61
22	7	2009	12.95	12.67
23	7	2009	-9999	11.28
24	7	2009	3.05	11.11
25	7	2009	0.25	12.39
26	7	2009	0.00	15.56
27	7	2009	-9999	16.67
28	7	2009	5.08	14.39
29	7	2009	4.06	13.50
30	7	2009	0.00	16.22
31	7	2009	5.08	15.50
1	8	2009	1.02	16.28
2	8	2009	1.52	14.33
3	8	2009	7.87	17.78
4	8	2009	2.54	16.11
5	8	2009	4.57	13.44
6	8	2009	11.18	13.50
7	8	2009	0.00	14.28
8	8	2009	0.00	15.61
9	8	2009	0.00	17.61
10	8	2009	0.00	19.39
11	8	2009	3.56	15.67
12	8	2009	7.87	12.61
13	8	2009	0.76	9.61
14	8	2009	0.00	10.78
15	8	2009	0.00	10.11
16	8	2009	0.00	11.44
17	8	2009	0.25	10.28
18	8	2009	0.00	11.94
19	8	2009	0.00	12.94
20	8	2009	0.00	13.44
21	8	2009	5.08	11.89
22	8	2009	4.06	11.56
23	8	2009	0.76	12.11
24	8	2009	0.00	11.00
25	8	2009	0.00	11.39
26	8	2009	0.00	14.33
27	8	2009	0.51	12.61
28	8	2009	4.06	11.78
29	8	2009	4.06	11.89
30	8	2009	12.70	10.94
31	8	2009	0.00	12.61
1	9	2009	4.06	10.44
2	9	2009	14.99	4.17
3	9	2009	0.00	4.56
4	9	2009	0.00	6.50
5	9	2009	0.00	8.78
6	9	2009	-9999	10.00
7	9	2009	2.03	8.28
8	9	2009	3.56	9.22
9	9	2009	0.51	9.94
10	9	2009	-9999	9.78
11	9	2009	9.14	9.22
12	9	2009	1.27	7.28
13	9	2009	0.00	7.89
14	9	2009	0.00	10.67
15	9	2009	0.51	9.94
16	9	2009	9.14	8.94
17	9	2009	28.96	6.83
18	9	2009	6.10	2.22
19	9	2009	0.00	4.44
20	9	2009	0.00	8.89
21	9	2009	1.27	10.39
22	9	2009	-9999	10.83
23	9	2009	10.16	6.94
24	9	2009	0.00	5.61
25	9	2009	0.00	5.67
26	9	2009	0.00	9.11
27	9	2009	0.76	8.67
28	9	2009	3.05	7.06
29	9	2009	0.51	6.94
30	9	2009	0.00	6.50
1	10	2009	0.00	7.22
2	10	2009	0.00	9.50
3	10	2009	0.76	10.50
4	10	2009	2.03	5.28
5	10	2009	0.00	4.33
